TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000015"	"phosphopyruvate hydratase complex"	1	4.224299926079827	0.041644653723461905	0.9086144088931674	0.07573438	null
"GO:0000326"	"protein storage vacuole"	1	2.5877109650189114	0.0009591191132014498	0.8819440264886808	0.10321831	null
"GO:0005575"	"cellular_component"	2	7.604714769821186	100	1	-0	null
"GO:0005576"	"extracellular region"	2	6.192286102188137	3.8687535442060237	0.9998986033747166	4.647E-05	null
"GO:0005634"	"nucleus"	5	6.822624306696733	16.5161752456724	0.7191363823434868	0.35145602	null
"GO:0043231"	"intracellular membrane-bounded organelle"	2	7.079705376423831	29.853178741885195	0.7015573255365644	0.54368596	5634
"GO:0005737"	"cytoplasm"	6	7.238956814544198	43.076660800468886	0.8824264242600797	0.08417172	null
"GO:0005739"	"mitochondrion"	1	6.2910814460391355	4.856981674016684	0.754500473358835	0.2503098	null
"GO:0005773"	"vacuole"	1	5.735805619372332	1.35235298008496	0.7891237398913662	0.21057364	null
"GO:0005794"	"Golgi apparatus"	2	5.975775890758108	2.349961096041566	0.6295475531624943	0.19658734	null
"GO:0005768"	"endosome"	2	5.712657276464906	1.2821583817742324	0.6276575555767178	0.61431074	5794
"GO:0005783"	"endoplasmic reticulum"	2	6.095309558822563	3.094528245337302	0.6191840209994527	0.68921254	5794
"GO:0005789"	"endoplasmic reticulum membrane"	2	5.83567915922471	1.70201650072498	0.6248516378559107	0.63655156	5794
"GO:0010008"	"endosome membrane"	2	5.341915049344017	0.546007129982158	0.6258241281797922	0.75869618	5794
"GO:0055038"	"recycling endosome membrane"	1	4.398374086151356	0.062178747898324026	0.6826590273768591	0.6182854	5794
"GO:0005829"	"cytosol"	2	6.752331838179486	14.048080989011824	0.8410762486926184	0.17160779	null
"GO:0005886"	"plasma membrane"	3	6.8396702634157895	17.177321395000487	0.9120875054971473	0.28538862	null
"GO:0009505"	"plant-type cell wall"	1	4.286838050059013	0.04809510247442295	0.9561687738809086	3.018E-05	null
"GO:0009507"	"chloroplast"	2	5.449217589922604	0.6990388085931706	0.7635287132890735	0.17236349	null
"GO:0009570"	"chloroplast stroma"	2	4.626873923957273	0.10523226311708445	0.794507950248097	0.81880967	9507
"GO:0009536"	"plastid"	5	5.486950187589592	0.7624897559369845	0.801612826414364	0	null
"GO:0012505"	"endomembrane system"	1	6.443149977940086	6.893425119210306	0.9998889604884231	0.00011166	null
"GO:0016020"	"membrane"	9	7.297158185522496	49.2542153160787	0.9998340429243633	9.537E-05	null
"GO:0017119"	"Golgi transport complex"	1	4.346744054604849	0.0552089833580907	0.714689753644367	0.44260647	null
"GO:0000139"	"Golgi membrane"	1	5.498663360882215	0.7833344456795933	0.6263099719817187	0.59308245	17119
"GO:0042995"	"cell projection"	1	6.015655193130983	2.575965339721232	0.9999043808194399	5.465E-05	null
"GO:0045202"	"synapse"	1	5.638186642979101	1.0801172073373506	0.8209852136732425	4.855E-05	null
"GO:0009506"	"plasmodesma"	1	4.614623060185307	0.10230521048664064	0.8435152739643694	0.69335154	45202
"GO:0043197"	"dendritic spine"	1	4.599577430742687	0.09882157059879496	0.8183848649674804	0.83456034	45202
"GO:0045211"	"postsynaptic membrane"	1	5.026512836268541	0.2641155622244427	0.7584503597140081	0.75619104	45202
"GO:0098839"	"postsynaptic density membrane"	1	4.484299839346786	0.07578283376562439	0.6891270330114748	0.86154992	45202
