TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0006413"	"translational initiation"	1	5.284241182165405	0.4742529791560868	0.8317136089843344	0.35126771	null
"GO:0006457"	"protein folding"	1	5.6780373842969345	1.174377211919444	0.8332193434844108	0.38896703	null
"GO:0006508"	"proteolysis"	1	6.329401134014754	5.2622572267907	0.8316816435968096	0.47291952	null
"GO:0006629"	"lipid metabolic process"	1	6.41964998343091	6.477701939366011	0.917821196366319	0.12747018	null
"GO:0006654"	"phosphatidic acid biosynthetic process"	1	4.665956029453957	0.11421359458001666	0.8788659907729516	0.07971789	null
"GO:0006811"	"monoatomic ion transport"	1	6.2873089515699725	4.7761710300947735	0.89047721545884	0.4188028	null
"GO:0006979"	"response to oxidative stress"	1	5.521610056993851	0.8191810417707402	0.8684741202947966	0.3661968	null
"GO:0009058"	"biosynthetic process"	1	7.070693987028932	29.004480601854056	0.9412418563513237	0.08924942	null
"GO:0009651"	"response to salt stress"	1	4.474143389760806	0.07343446852364134	0.8759140500361217	0.47274124	null
"GO:0010233"	"phloem transport"	1	2.041392685158225	0.0002686566781592571	0.9124506377030752	0.23389832	null
"GO:0010468"	"regulation of gene expression"	1	6.751988949243249	13.923871767653479	0.9651269603562943	0.12847604	null
"GO:0010731"	"protein glutathionylation"	1	1.0413926851582251	2.4647401665986892E-05	0.9254120545412087	0.17097988	null
"GO:0019852"	"L-ascorbic acid metabolic process"	1	4.432760907742915	0.0667599521524921	0.8973081327946559	0.07593517	null
"GO:0033355"	"ascorbate glutathione cycle"	1	2.886490725172482	0.001895385188114392	0.848516460122259	0.77562027	19852
"GO:0030091"	"protein repair"	1	4.392679370131183	0.06087415263465443	0.8835428366968173	0.28805767	null
"GO:0033500"	"carbohydrate homeostasis"	1	4.554440700454348	0.08834861127173001	1	-0	null
"GO:0035556"	"intracellular signal transduction"	1	6.225069319444936	4.1384737362710275	0.8227013881005394	0.46171648	null
"GO:0042221"	"response to chemical"	1	6.2945109760284925	4.8560360057130705	0.8683715830175431	-0	null
"GO:0042631"	"cellular response to water deprivation"	1	2.5171958979499744	0.00080843477464437	0.8663195115509706	0.42391909	null
"GO:0046907"	"intracellular transport"	1	6.080743701755747	2.9683457363987995	0.8663934856093372	0.34990498	null
"GO:0015031"	"protein transport"	1	6.098670716985937	3.093438694074183	0.8479596920813995	0.76212397	46907
"GO:0048364"	"root development"	1	4.183526073021722	0.0376070054619628	0.9573645219029069	0.35287398	null
"GO:0051028"	"mRNA transport"	1	5.01337238415717	0.25417879442065644	0.8968533185711883	0.26647644	null
"GO:0051603"	"proteolysis involved in protein catabolic process"	1	5.869168331586262	1.8236390666048707	0.8116479779945531	-0	null
"GO:0008610"	"lipid biosynthetic process"	1	6.176261469133591	3.698557052375827	0.846439365489312	0.67718549	51603
"GO:0016042"	"lipid catabolic process"	1	5.757237315273285	1.4093137798594644	0.8309129296091406	0.5284636	51603
"GO:0080151"	"positive regulation of salicylic acid mediated signaling pathway"	1	1.5185139398778875	7.887168533115806E-05	0.983541002359366	-0	null
"GO:0098869"	"cellular oxidant detoxification"	1	5.50300988523983	0.7848373522893541	0.8440369243320586	0.36420456	null
"GO:0009636"	"response to toxic substance"	1	5.624402773733656	1.0379415199973736	0.8549298364114699	0.61135191	98869
"GO:0140547"	"acquisition of seed longevity"	1	1.8920946026904804	0.00018978499282809906	0.9612644040144976	-0	null
"GO:1902600"	"proton transmembrane transport"	1	5.726446008072246	1.312853708699458	0.8973712742484832	0	null
