TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000502"	"proteasome complex"	1	5.180510087331527	0.37652382533874423	0.7864587092017606	-0	null
"GO:0005839"	"proteasome core complex"	1	4.708939024669742	0.1271205539673217	0.7945241576179469	0.89306917	502
"GO:0019774"	"proteasome core complex, beta-subunit complex"	1	4.18052728291341	0.03765163710451183	0.7640557687527151	0.81237627	502
"GO:0005575"	"cellular_component"	1	7.604714769821186	100	1	-0	null
"GO:0005634"	"nucleus"	3	6.822624306696733	16.5161752456724	0.7269108695242845	0.35145602	null
"GO:0005654"	"nucleoplasm"	1	5.867272394556651	1.830446525605921	0.7787985968197498	0.21968674	null
"GO:0005737"	"cytoplasm"	5	7.238956814544198	43.076660800468886	0.876265050477576	0.09354521	null
"GO:0005739"	"mitochondrion"	1	6.2910814460391355	4.856981674016684	0.7570212294648768	0.25147478	null
"GO:0005773"	"vacuole"	2	5.735805619372332	1.35235298008496	0.7902280744401448	0	null
"GO:0005774"	"vacuolar membrane"	1	5.4507801012932395	0.7015583598387308	0.7054070726892268	0.18309297	null
"GO:0000221"	"vacuolar proton-transporting V-type ATPase, V1 domain"	1	3.8258802989361795	0.016637983373048983	0.6869183830809089	0.62150237	5774
"GO:0000325"	"plant-type vacuole"	1	4.213916009644023	0.04066068696484073	0.7630852236924645	0.6650009	5774
"GO:0005794"	"Golgi apparatus"	1	5.975775890758108	2.349961096041566	0.7479319672799656	0.22703414	null
"GO:0005643"	"nuclear pore"	1	4.9482515425629385	0.22056260933274582	0.73262460168926	0.50473302	5794
"GO:0005829"	"cytosol"	4	6.752331838179486	14.048080989011824	0.8431111418366491	0.17160779	null
"GO:0005886"	"plasma membrane"	2	6.8396702634157895	17.177321395000487	0.9824062225654548	0.00015294	null
"GO:0009507"	"chloroplast"	1	5.449217589922604	0.6990388085931706	0.8041507518715392	0.18302188	null
"GO:0009986"	"cell surface"	1	5.422860574002152	0.6578761991908514	0.999929335396792	4.05E-05	null
"GO:0016020"	"membrane"	2	7.297158185522496	49.2542153160787	0.9998501802029992	7.537E-05	null
"GO:0031410"	"cytoplasmic vesicle"	1	5.989407543093069	2.424891655569294	0.7761956513619133	0.21139748	null
"GO:0032991"	"protein-containing complex"	1	6.900403837280107	19.75554538569037	1	-0	null
