TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0006629"	"lipid metabolic process"	NaN	6.136890764559154	4.558650411488468	0.9260214542764055	-0	null
"GO:0007517"	"muscle organ development"	NaN	4.26425098218697	0.06111857062572643	1	-0	null
"GO:0008202"	"steroid metabolic process"	NaN	4.8927789122710825	0.25984788976451706	0.5358655122576753	0.30474686	null
"GO:0008203"	"cholesterol metabolic process"	NaN	4.282803314291728	0.06378616755861528	0.47931795660633253	0.44287267	null
"GO:0006694"	"steroid biosynthetic process"	NaN	4.6462468420953265	0.14729326057246497	0.4296607955461072	0.85565762	8203
"GO:0006695"	"cholesterol biosynthetic process"	NaN	3.818621726375889	0.02190290000383176	0.47006171952209674	0.86181403	8203
"GO:0016126"	"sterol biosynthetic process"	NaN	4.411855305718946	0.08585870277887764	0.43603547805474896	0.90087178	8203
"GO:0009834"	"plant-type secondary cell wall biogenesis"	NaN	3.172310968521954	0.0049427045414873185	0.9946606362035526	-0	null
"GO:0010047"	"fruit dehiscence"	NaN	2.311753861055754	0.0006785408657223506	1	-0	null
"GO:0016310"	"phosphorylation"	NaN	6.35164114641232	7.474579996508841	0.7329430088129101	0.22362355	null
"GO:0033384"	"geranyl diphosphate biosynthetic process"	NaN	1.6720978579357175	0.00015300431285896144	0.5626326930211615	0.03428983	null
"GO:0008299"	"isoprenoid biosynthetic process"	NaN	5.187506620137363	0.5122118729218023	0.42994892269948753	0.54617272	33384
"GO:0045337"	"farnesyl diphosphate biosynthetic process"	NaN	3.6541765418779604	0.014997748840892545	0.4644686670900992	0.72404527	33384
"GO:0045893"	"positive regulation of DNA-templated transcription"	NaN	5.33767884895367	0.723806859063603	0.9485129748231089	-0	null
"GO:0006355"	"regulation of DNA-templated transcription"	NaN	6.476702827628594	9.968929480711344	0.9485129748231089	0.57384123	45893
"GO:0046856"	"phosphatidylinositol dephosphorylation"	NaN	4.360896216074921	0.07635247829733607	0.43921489755533855	0.44893792	null
"GO:0006646"	"phosphatidylethanolamine biosynthetic process"	NaN	4.119882457984983	0.04383240945337812	0.43350099107729617	0.66436323	46856
"GO:0006656"	"phosphatidylcholine biosynthetic process"	NaN	3.928037206406883	0.028179403011763502	0.4279300145248621	0.64524483	46856
"GO:0006657"	"CDP-choline pathway"	NaN	3.6103407114521566	0.013557512591589712	0.4471064720040675	0.90262916	46856
"GO:0008654"	"phospholipid biosynthetic process"	NaN	5.552614686322604	1.187296836881969	0.35660347407216886	0.7236152	46856
"GO:0046474"	"glycerophospholipid biosynthetic process"	NaN	5.229226067486598	0.5638574808731305	0.3526210889241348	0.8741441	46856
"GO:0050896"	"response to stimulus"	NaN	6.644603215942828	14.674014998147983	1	-0	null
"GO:0051028"	"mRNA transport"	NaN	4.7353273807884895	0.18082781453429211	1	0	null
