TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000166"	"nucleotide binding"	32	6.920750929230189	18.476222463002568	0.9055575952249222	0.48160605	null
"GO:0005524"	"ATP binding"	26	6.748189655607454	12.418006524131227	0.9023760479463216	0.72942334	166
"GO:0000340"	"RNA 7-methylguanosine cap binding"	1	4.180613250611603	0.033608327627353635	0.9396185885442078	0.42104634	null
"GO:0000976"	"transcription cis-regulatory region binding"	3	6.154582810021198	3.1655181751733625	0.9162007849864184	0.31664803	null
"GO:0003690"	"double-stranded DNA binding"	1	6.218527627977945	3.667665085608766	0.918458207707133	0.57385456	976
"GO:0003691"	"double-stranded telomeric DNA binding"	1	3.926856708949692	0.01873560043042431	0.9419109338927244	0.84352794	976
"GO:0043047"	"single-stranded telomeric DNA binding"	1	4.249247289223952	0.03936272259917883	0.9392818453350679	0.52718984	976
"GO:0043565"	"sequence-specific DNA binding"	2	6.301308289243314	4.437827099656763	0.91664050703863	0.56098987	976
"GO:0003674"	"molecular_function"	4	7.654137704007378	100	1	-0	null
"GO:0003676"	"nucleic acid binding"	27	6.967593743204168	20.580503808256374	0.9332895993562562	0.20275684	null
"GO:0003713"	"transcription coactivator activity"	2	5.041444007837079	0.24395086691346182	0.9753831979375028	0.29461398	null
"GO:0003700"	"DNA-binding transcription factor activity"	7	6.426909263541146	5.926133171202054	0.9827577789691919	0.57091976	3713
"GO:0003714"	"transcription corepressor activity"	1	5.06344970575939	0.25663049329068593	0.97529703970109	0.81944693	3713
"GO:0030674"	"protein-macromolecule adaptor activity"	1	5.740721031971022	1.2206258094127533	0.9855202678252731	0.81546279	3713
"GO:0003723"	"RNA binding"	31	6.43945443714506	6.099813894661886	0.9194448330560689	0.40176997	null
"GO:0003677"	"DNA binding"	15	6.742345330646921	12.252016067246458	0.9118533789743102	0.5128201	3723
"GO:0003727"	"single-stranded RNA binding"	1	4.9399633037907975	0.19311705175580451	0.9309513931976233	0.48968021	null
"GO:0003729"	"mRNA binding"	22	5.709808254185246	1.136762432364793	0.919189989329702	0	null
"GO:0000049"	"tRNA binding"	1	5.534542634598277	0.7592829921860417	0.9222029158416518	0.56132411	3729
"GO:0003730"	"mRNA 3'-UTR binding"	1	4.842147244085764	0.15417121788676175	0.9302157238216323	0.47960958	null
"GO:0035925"	"mRNA 3'-UTR AU-rich region binding"	1	3.7280289544205183	0.011852501396688121	0.9418130633109407	0.57054753	3730
"GO:0003735"	"structural constituent of ribosome"	3	5.982211513442491	2.128498588986873	0.9940744567948091	-0	null
"GO:0030527"	"structural constituent of chromatin"	1	4.952647169758943	0.19884040182219404	0.9940744567948091	0.66761407	3735
"GO:0003743"	"translation initiation factor activity"	6	5.226024760921264	0.37315089336372126	0.9123267158409292	0.24940265	null
"GO:0003746"	"translation elongation factor activity"	1	5.138444807652802	0.305002890945944	0.9137856755493485	0.84543293	3743
"GO:0003779"	"actin binding"	2	5.524616783710046	0.7421262469463454	0.9105620046594465	0.44654025	null
"GO:0008017"	"microtubule binding"	1	5.399979869020571	0.5569810834077709	0.9126202206842075	0.81327918	3779
"GO:0051015"	"actin filament binding"	2	5.341301940650691	0.4865889778256441	0.8916696653525275	0.80253675	3779
"GO:0003824"	"catalytic activity"	10	7.437525717606617	60.727864217389204	1	-0	null
