TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0006355"	"regulation of DNA-templated transcription"	1	6.6515463599654785	11.048858347143273	0.8967939814685623	0.38212221	null
"GO:0006629"	"lipid metabolic process"	1	6.41964998343091	6.477701939366011	0.9626264511905962	0.12277613	null
"GO:0006811"	"monoatomic ion transport"	4	6.2873089515699725	4.7761710300947735	0.8558294592345888	0	null
"GO:0006952"	"defense response"	2	5.672842911348061	1.1604144588756624	0.7380855241749573	-0	null
"GO:0006281"	"DNA repair"	1	6.069958023006509	2.895534847137308	0.6202989931061197	0.62162332	6952
"GO:0006284"	"base-excision repair"	1	5.139305943189567	0.33968309554013154	0.6822411506202669	0.71811419	6952
"GO:0006974"	"DNA damage response"	1	6.120984014215256	3.256528086157852	0.6773478871441451	0.83960689	6952
"GO:0008150"	"biological_process"	1	7.608228868089044	100	1	-0	null
"GO:0009416"	"response to light stimulus"	1	5.021520064114033	0.2589924319660237	0.8123843145513597	0.27535725	null
"GO:0009699"	"phenylpropanoid biosynthetic process"	1	4.451709698271347	0.0697373582737433	0.9431701279846126	0.15925058	null
"GO:0010039"	"response to iron ion"	1	4.380916397460697	0.05924742412469929	0.8065962760979498	0.37669922	null
"GO:0016042"	"lipid catabolic process"	1	5.757237315273285	1.4093137798594644	0.9670960296176608	0.07105297	null
"GO:0019722"	"calcium-mediated signaling"	1	4.8044120591377135	0.15710007347883384	0.7571506143619126	0.46097507	null
"GO:0030261"	"chromosome condensation"	1	4.685768601347666	0.1195448275603696	0.9913546418996747	0.00723774	null
"GO:0034220"	"monoatomic ion transmembrane transport"	2	6.2274426749952365	4.161151810543902	0.7502799574733543	0.44154323	null
"GO:0006816"	"calcium ion transport"	2	5.262330039973658	0.4509192839988969	0.7791701299872744	0.67503953	34220
"GO:0006826"	"iron ion transport"	1	5.322374372215268	0.517777825758053	0.7646010182971675	0.68609392	34220
"GO:0033214"	"siderophore-dependent iron import into cell"	1	4.950506025823434	0.21992383558526785	0.7720690599721705	0.8097028	34220
"GO:0070588"	"calcium ion transmembrane transport"	2	5.234038688567414	0.4224811119566813	0.7689855140313693	0.66995351	34220
"GO:0035556"	"intracellular signal transduction"	1	6.225069319444936	4.1384737362710275	0.6737446503385388	0.37522238	null
"GO:0007165"	"signal transduction"	1	6.55056587053573	8.756627809544993	0.6489699405083	0.77546086	35556
"GO:0035672"	"oligopeptide transmembrane transport"	1	4.975588034506109	0.23299928216907387	0.8709360234047956	0.30173276	null
"GO:0045739"	"positive regulation of DNA repair"	1	4.127849590187638	0.0330817425160876	0.9351177414386274	-0	null
"GO:0048229"	"gametophyte development"	1	3.8451600776519457	0.017253181166190824	0.968402770812103	0.42998645	null
"GO:0048316"	"seed development"	1	4.124145425061654	0.03280076213709535	0.968402770812103	-0	null
"GO:0071230"	"cellular response to amino acid stimulus"	1	4.199398602359617	0.039006977876590854	0.7761054891889361	0.232997	null
"GO:0009733"	"response to auxin"	1	4.707246463517242	0.1256056236300358	0.781296674157647	0.6225394	71230
"GO:0080111"	"DNA demethylation"	1	4.2070146586829	0.039697105123238485	0.9078452347744271	-0	null
